bin_id	Clone_0	Clone_1
bin_454	10	1
bin_455	10	1
bin_456	10	1
bin_457	10	1
bin_458	10	1
bin_459	10	1
bin_460	10	1
bin_461	10	1
bin_462	10	1
bin_463	10	1
bin_464	10	1
bin_465	10	1
bin_466	10	1
bin_467	10	1
bin_468	10	1
bin_469	10	1
bin_470	10	1
bin_471	10	1
bin_472	10	1
bin_473	10	1
bin_474	10	1
bin_475	10	1
bin_476	10	1
bin_477	10	1
bin_478	10	1
bin_479	10	1
bin_480	10	1
bin_481	10	1
bin_482	10	1
bin_483	10	1
bin_484	10	1
bin_485	10	1
bin_486	10	1
bin_487	10	1
bin_488	10	1
bin_489	10	1
bin_490	10	1
bin_491	10	1
bin_492	10	1
bin_493	10	1
bin_494	10	1
bin_495	10	1
bin_496	10	1
bin_497	10	1
bin_498	10	1
bin_499	10	1
bin_500	1	10
bin_501	1	10
bin_502	1	10
bin_503	1	10
bin_504	1	10
bin_505	1	10
bin_506	1	10
bin_507	1	10
bin_508	1	10
bin_509	1	10
bin_510	1	10
bin_511	1	10
bin_512	1	10
bin_513	1	10
bin_514	1	10
bin_515	1	10
bin_516	1	10
bin_517	1	10
bin_518	1	10
bin_519	1	10
bin_520	1	10
bin_521	1	10
bin_522	1	10
bin_523	1	10
bin_524	1	10
bin_525	1	10
bin_526	1	10
bin_527	1	10
bin_528	1	10
bin_529	1	10
bin_530	1	10
bin_531	1	10
bin_532	1	10
bin_533	1	10
bin_534	1	10
bin_535	1	10
bin_536	1	10
bin_537	1	10
bin_538	1	10
bin_539	1	10
bin_540	1	10
bin_541	1	10
bin_542	1	10
bin_543	1	10
bin_544	1	10
bin_545	1	10
bin_546	1	10
bin_547	1	10
bin_548	1	10
bin_549	1	10
bin_550	1	10
bin_551	1	10
bin_552	1	10
bin_553	1	10
bin_554	1	10
bin_555	1	10
bin_556	1	10
bin_557	1	10
bin_558	1	10
bin_559	1	10
bin_560	1	10
bin_561	1	10
bin_562	1	10
bin_563	1	10
bin_564	1	10
bin_565	1	10
bin_566	1	10
bin_567	1	10
bin_568	1	10
bin_569	1	10
bin_570	1	10
bin_571	1	10
bin_572	1	10
bin_573	1	10
bin_574	1	10
bin_575	1	10
bin_576	1	10
bin_577	1	10
bin_578	1	10
bin_579	1	10
bin_580	1	10
bin_581	1	10
bin_582	1	10
bin_583	1	10
bin_584	1	10
bin_585	1	10
bin_586	1	10
bin_587	1	10
bin_588	1	10
bin_589	1	10
bin_590	1	10
bin_591	1	10
bin_592	1	10
bin_593	1	10
bin_594	1	10
bin_595	1	10
bin_596	1	10
bin_597	1	10
bin_598	1	10
bin_599	1	10
bin_600	1	10
bin_601	1	10
bin_602	1	10
bin_603	1	10
bin_604	1	10
bin_605	1	10
bin_606	1	10
bin_607	1	10
bin_608	1	10
bin_609	1	10
bin_610	1	10
bin_611	1	10
bin_612	1	10
bin_613	1	10
bin_614	1	10
bin_615	1	10
bin_616	1	10
bin_617	1	10
bin_618	1	10
bin_619	1	10
bin_620	1	10
bin_621	1	10
bin_622	1	10
bin_623	1	10
bin_624	1	10
bin_625	1	10
bin_626	1	10
bin_627	1	10
bin_628	1	10
bin_629	1	10
bin_630	1	10
bin_631	1	10
bin_632	1	10
bin_633	1	10
bin_634	1	10
bin_635	1	10
bin_636	1	10
bin_637	1	10
bin_638	1	10
bin_639	1	10
bin_640	1	10
bin_641	1	10
bin_642	1	10
bin_643	1	10
bin_644	1	10
bin_645	1	10
bin_646	1	10
bin_647	1	10
bin_648	1	10
bin_649	1	10
bin_650	1	10
bin_651	1	10
bin_652	1	10
bin_653	1	10
bin_654	1	10
bin_655	1	10
bin_656	1	10
bin_657	1	10
bin_658	1	10
bin_659	1	10
bin_660	1	10
bin_661	1	10
bin_662	1	10
bin_663	1	10
bin_664	1	10
bin_665	1	10
bin_666	1	10
bin_667	1	10
bin_668	1	10
bin_669	1	10
bin_670	1	10
bin_671	1	10
bin_672	1	10
bin_673	1	10
bin_674	1	10
bin_675	1	10
bin_676	1	10
bin_677	1	10
bin_678	1	10
bin_679	1	10
bin_680	1	10
bin_681	1	10
bin_682	1	10
bin_683	1	10
bin_684	1	10
bin_685	1	10
bin_686	1	10
bin_687	1	10
bin_688	1	10
bin_689	1	10
bin_690	1	10
bin_691	1	10
bin_692	1	10
bin_693	1	10
bin_694	1	10
bin_695	1	10
bin_696	1	10
bin_697	1	10
bin_698	1	10
bin_699	1	10
bin_700	1	10
bin_701	1	10
bin_702	1	10
bin_703	1	10
bin_704	1	10
bin_705	1	10
bin_706	1	10
bin_707	1	10
bin_708	1	10
bin_709	1	10
bin_710	1	10
bin_711	1	10
bin_712	1	10
bin_713	1	10
bin_714	1	10
bin_715	1	10
bin_716	1	10
bin_717	1	10
bin_718	1	10
bin_719	1	10
bin_720	1	10
bin_721	1	10
bin_722	1	10
bin_723	1	10
bin_724	1	10
bin_725	1	10
bin_726	1	10
bin_727	1	10
bin_728	1	10
bin_729	1	10
bin_730	1	10
bin_731	1	10
bin_732	1	10
bin_733	1	10
bin_734	1	10
bin_735	1	10
bin_736	1	10
bin_737	1	10
bin_738	1	10
bin_739	1	10
bin_740	1	10
bin_741	1	10
bin_742	1	10
bin_743	1	10
bin_744	1	10
bin_745	1	10
bin_746	1	10
bin_747	1	10
bin_748	1	10
bin_749	1	10
bin_750	1	10
bin_751	1	10
bin_752	1	10
bin_753	1	10
bin_754	1	10
bin_755	1	10
bin_756	1	10
bin_757	1	10
bin_758	1	10
bin_759	1	10
bin_760	1	10
bin_761	1	10
bin_762	1	10
bin_763	1	10
bin_764	1	10
bin_765	1	10
bin_766	1	10
bin_767	1	10
bin_768	1	10
bin_769	1	10
bin_770	1	10
bin_771	1	10
bin_772	1	10
bin_773	1	10
bin_774	1	10
bin_775	1	10
bin_776	1	10
bin_777	1	10
bin_778	1	10
bin_779	1	10
bin_780	1	10
bin_781	1	10
bin_782	1	10
bin_783	1	10
bin_784	1	10
bin_785	1	10
bin_786	1	10
bin_787	1	10
bin_788	1	10
bin_789	1	10
bin_790	1	10
bin_791	1	10
bin_792	1	10
bin_793	1	10
bin_794	1	10
bin_795	1	10
bin_796	1	10
bin_797	1	10
bin_798	1	10
bin_799	1	10
bin_800	1	10
bin_801	1	10
bin_802	1	10
bin_803	1	10
bin_804	1	10
bin_805	1	10
bin_806	1	10
bin_807	1	10
bin_808	1	10
bin_809	1	10
bin_810	1	10
bin_811	1	10
bin_812	1	10
bin_813	1	10
bin_814	1	10
bin_815	1	10
bin_816	1	10
bin_817	1	10
bin_818	1	10
bin_819	1	10
bin_820	1	10
bin_821	1	10
bin_822	1	10
bin_823	1	10
bin_824	1	10
bin_825	1	10
bin_826	1	10
bin_827	1	10
bin_828	1	10
bin_829	1	10
bin_830	1	10
bin_831	1	10
bin_832	1	10
bin_833	1	10
bin_834	1	10
bin_835	1	10
bin_836	1	10
bin_837	1	10
bin_838	1	10
bin_839	1	10
bin_840	1	10
bin_841	1	10
bin_842	1	10
bin_843	1	10
bin_844	1	10
bin_845	1	10
bin_846	1	10
bin_847	1	10
bin_848	1	10
bin_849	1	10
bin_850	1	10
bin_851	1	10
bin_852	1	10
bin_853	1	10
bin_854	1	10
bin_855	1	10
bin_856	1	10
bin_857	1	10
bin_858	1	10
bin_859	1	10
bin_860	1	10
bin_861	1	10
bin_862	1	10
bin_863	1	10
bin_864	1	10
bin_865	1	10
bin_866	1	10
bin_867	1	10
bin_868	1	10
bin_869	1	10
bin_870	1	10
bin_871	1	10
bin_872	1	10
bin_873	1	10
bin_874	1	10
bin_875	1	10
bin_876	1	10
bin_877	1	10
bin_878	1	10
bin_879	1	10
bin_880	1	10
bin_881	1	10
bin_882	1	10
bin_883	1	10
bin_884	1	10
bin_885	1	10
bin_886	1	10
bin_887	1	10
bin_888	1	10
bin_889	1	10
bin_890	1	10
bin_891	1	10
bin_892	1	10
bin_893	1	10
bin_894	1	10
bin_895	1	10
bin_896	1	10
bin_897	1	10
bin_898	1	10
bin_899	1	10
bin_900	1	10
bin_901	1	10
bin_902	1	10
bin_903	1	10
bin_904	1	10
bin_905	1	10
bin_906	1	10
bin_907	1	10
bin_908	1	10
bin_909	1	10
bin_910	1	10
bin_911	1	10
bin_912	1	10
bin_913	1	10
bin_914	1	10
bin_915	1	10
bin_916	1	10
bin_917	1	10
bin_918	1	10
bin_919	1	10
bin_920	1	10
bin_921	1	10
bin_922	1	10
bin_923	1	10
bin_924	1	10
bin_925	1	10
bin_926	1	10
bin_927	1	10
bin_928	1	10
bin_929	1	10
bin_930	1	10
bin_931	1	10
bin_932	1	10
bin_933	1	10
bin_934	1	10
bin_935	1	10
bin_936	1	10
bin_937	1	10
bin_938	1	10
bin_939	1	10
bin_940	1	10
bin_941	1	10
bin_942	1	10
bin_943	1	10
bin_944	1	10
bin_945	1	10
bin_946	1	10
bin_947	1	10
bin_948	1	10
bin_949	1	10
bin_950	1	10
bin_951	1	10
bin_952	1	10
bin_953	1	10
bin_954	1	10
bin_955	1	10
bin_956	1	10
bin_957	1	10
bin_958	1	10
bin_959	1	10
bin_960	1	10
bin_961	1	10
bin_962	1	10
bin_963	1	10
bin_964	1	10
bin_965	1	10
bin_966	1	10
bin_967	1	10
bin_968	1	10
bin_969	1	10
bin_970	1	10
bin_971	1	10
bin_972	1	10
bin_973	1	10
bin_974	1	10
bin_975	1	10
bin_976	1	10
bin_977	1	10
bin_978	1	10
bin_979	1	10
bin_980	1	10
bin_981	1	10
bin_982	1	10
bin_983	1	10
bin_984	1	10
bin_985	1	10
bin_986	1	10
bin_987	1	10
bin_988	1	10
bin_989	1	10
bin_990	1	10
bin_991	1	10
bin_992	1	10
bin_993	1	10
bin_994	1	10
bin_995	1	10
bin_996	1	10
bin_997	1	10
bin_998	1	10
bin_999	1	10
