bin_id	Clone_0	Clone_1
bin_454	10	1
bin_455	10	1
bin_456	10	1
bin_457	10	1
bin_458	10	1
bin_459	10	1
bin_460	10	1
bin_461	10	1
bin_462	10	1
bin_463	10	1
bin_464	10	1
bin_465	10	1
bin_466	10	1
bin_467	10	1
bin_468	10	1
bin_469	10	1
bin_470	10	1
bin_471	10	1
bin_472	10	1
bin_473	10	1
bin_474	10	1
bin_475	10	1
bin_476	10	1
bin_477	10	1
bin_478	10	1
bin_479	10	1
bin_480	10	1
bin_481	10	1
bin_482	10	1
bin_483	10	1
bin_484	10	1
bin_485	10	1
bin_486	10	1
bin_487	10	1
bin_488	10	1
bin_489	10	1
bin_490	10	1
bin_491	10	1
bin_492	10	1
bin_493	10	1
bin_494	10	1
bin_495	10	1
bin_496	10	1
bin_497	10	1
bin_498	10	1
bin_499	10	1
bin_500	10	1
bin_501	10	1
bin_502	10	1
bin_503	10	1
bin_504	10	1
bin_505	10	1
bin_506	10	1
bin_507	10	1
bin_508	10	1
bin_509	10	1
bin_510	10	1
bin_511	10	1
bin_512	10	1
bin_513	10	1
bin_514	10	1
bin_515	10	1
bin_516	10	1
bin_517	10	1
bin_518	10	1
bin_519	10	1
bin_520	10	1
bin_521	10	1
bin_522	10	1
bin_523	10	1
bin_524	10	1
bin_525	10	1
bin_526	10	1
bin_527	10	1
bin_528	10	1
bin_529	10	1
bin_530	10	1
bin_531	10	1
bin_532	10	1
bin_533	10	1
bin_534	10	1
bin_535	10	1
bin_536	10	1
bin_537	10	1
bin_538	10	1
bin_539	10	1
bin_540	10	1
bin_541	10	1
bin_542	10	1
bin_543	10	1
bin_544	10	1
bin_545	10	1
bin_546	10	1
bin_547	10	1
bin_548	10	1
bin_549	10	1
bin_550	10	1
bin_551	10	1
bin_552	10	1
bin_553	10	1
bin_554	10	1
bin_555	10	1
bin_556	10	1
bin_557	10	1
bin_558	10	1
bin_559	10	1
bin_560	10	1
bin_561	10	1
bin_562	10	1
bin_563	10	1
bin_564	10	1
bin_565	10	1
bin_566	10	1
bin_567	10	1
bin_568	10	1
bin_569	10	1
bin_570	10	1
bin_571	10	1
bin_572	10	1
bin_573	10	1
bin_574	10	1
bin_575	10	1
bin_576	10	1
bin_577	10	1
bin_578	10	1
bin_579	10	1
bin_580	10	1
bin_581	10	1
bin_582	10	1
bin_583	10	1
bin_584	10	1
bin_585	10	1
bin_586	10	1
bin_587	10	1
bin_588	10	1
bin_589	10	1
bin_590	10	1
bin_591	10	1
bin_592	10	1
bin_593	10	1
bin_594	10	1
bin_595	10	1
bin_596	10	1
bin_597	10	1
bin_598	10	1
bin_599	10	1
bin_600	10	1
bin_601	10	1
bin_602	10	1
bin_603	10	1
bin_604	10	1
bin_605	10	1
bin_606	10	1
bin_607	10	1
bin_608	10	1
bin_609	10	1
bin_610	10	1
bin_611	10	1
bin_612	10	1
bin_613	10	1
bin_614	10	1
bin_615	10	1
bin_616	10	1
bin_617	10	1
bin_618	10	1
bin_619	10	1
bin_620	10	1
bin_621	10	1
bin_622	10	1
bin_623	10	1
bin_624	10	1
bin_625	10	1
bin_626	10	1
bin_627	10	1
bin_628	10	1
bin_629	10	1
bin_630	10	1
bin_631	10	1
bin_632	10	1
bin_633	10	1
bin_634	10	1
bin_635	10	1
bin_636	10	1
bin_637	10	1
bin_638	10	1
bin_639	10	1
bin_640	10	1
bin_641	10	1
bin_642	10	1
bin_643	10	1
bin_644	10	1
bin_645	10	1
bin_646	10	1
bin_647	10	1
bin_648	10	1
bin_649	10	1
bin_650	10	1
bin_651	10	1
bin_652	10	1
bin_653	10	1
bin_654	10	1
bin_655	10	1
bin_656	10	1
bin_657	10	1
bin_658	10	1
bin_659	10	1
bin_660	10	1
bin_661	10	1
bin_662	10	1
bin_663	10	1
bin_664	10	1
bin_665	10	1
bin_666	10	1
bin_667	10	1
bin_668	10	1
bin_669	10	1
bin_670	10	1
bin_671	10	1
bin_672	10	1
bin_673	10	1
bin_674	10	1
bin_675	10	1
bin_676	10	1
bin_677	10	1
bin_678	10	1
bin_679	10	1
bin_680	10	1
bin_681	10	1
bin_682	10	1
bin_683	10	1
bin_684	10	1
bin_685	10	1
bin_686	10	1
bin_687	10	1
bin_688	10	1
bin_689	10	1
bin_690	10	1
bin_691	10	1
bin_692	10	1
bin_693	10	1
bin_694	10	1
bin_695	10	1
bin_696	10	1
bin_697	10	1
bin_698	10	1
bin_699	10	1
bin_700	10	1
bin_701	10	1
bin_702	10	1
bin_703	10	1
bin_704	10	1
bin_705	10	1
bin_706	10	1
bin_707	10	1
bin_708	10	1
bin_709	10	1
bin_710	10	1
bin_711	10	1
bin_712	10	1
bin_713	10	1
bin_714	10	1
bin_715	10	1
bin_716	10	1
bin_717	10	1
bin_718	10	1
bin_719	10	1
bin_720	10	1
bin_721	10	1
bin_722	10	1
bin_723	10	1
bin_724	10	1
bin_725	10	1
bin_726	10	1
bin_727	10	1
bin_728	10	1
bin_729	10	1
bin_730	10	1
bin_731	10	1
bin_732	10	1
bin_733	10	1
bin_734	10	1
bin_735	10	1
bin_736	10	1
bin_737	10	1
bin_738	10	1
bin_739	10	1
bin_740	10	1
bin_741	10	1
bin_742	10	1
bin_743	10	1
bin_744	10	1
bin_745	10	1
bin_746	10	1
bin_747	10	1
bin_748	10	1
bin_749	10	1
bin_750	10	1
bin_751	10	1
bin_752	10	1
bin_753	10	1
bin_754	10	1
bin_755	10	1
bin_756	10	1
bin_757	10	1
bin_758	10	1
bin_759	10	1
bin_760	10	1
bin_761	10	1
bin_762	10	1
bin_763	10	1
bin_764	10	1
bin_765	10	1
bin_766	10	1
bin_767	10	1
bin_768	10	1
bin_769	10	1
bin_770	10	1
bin_771	10	1
bin_772	10	1
bin_773	10	1
bin_774	10	1
bin_775	10	1
bin_776	10	1
bin_777	10	1
bin_778	10	1
bin_779	10	1
bin_780	10	1
bin_781	10	1
bin_782	10	1
bin_783	10	1
bin_784	10	1
bin_785	10	1
bin_786	10	1
bin_787	10	1
bin_788	10	1
bin_789	10	1
bin_790	10	1
bin_791	10	1
bin_792	10	1
bin_793	10	1
bin_794	10	1
bin_795	10	1
bin_796	10	1
bin_797	10	1
bin_798	10	1
bin_799	10	1
bin_800	10	1
bin_801	10	1
bin_802	10	1
bin_803	10	1
bin_804	10	1
bin_805	10	1
bin_806	10	1
bin_807	10	1
bin_808	10	1
bin_809	10	1
bin_810	10	1
bin_811	10	1
bin_812	10	1
bin_813	10	1
bin_814	10	1
bin_815	10	1
bin_816	10	1
bin_817	10	1
bin_818	10	1
bin_819	10	1
bin_820	10	1
bin_821	10	1
bin_822	10	1
bin_823	10	1
bin_824	10	1
bin_825	10	1
bin_826	10	1
bin_827	10	1
bin_828	10	1
bin_829	10	1
bin_830	10	1
bin_831	10	1
bin_832	10	1
bin_833	10	1
bin_834	10	1
bin_835	10	1
bin_836	10	1
bin_837	10	1
bin_838	10	1
bin_839	10	1
bin_840	10	1
bin_841	10	1
bin_842	10	1
bin_843	10	1
bin_844	10	1
bin_845	10	1
bin_846	10	1
bin_847	10	1
bin_848	10	1
bin_849	10	1
bin_850	10	1
bin_851	10	1
bin_852	10	1
bin_853	10	1
bin_854	10	1
bin_855	10	1
bin_856	10	1
bin_857	10	1
bin_858	10	1
bin_859	10	1
bin_860	10	1
bin_861	10	1
bin_862	10	1
bin_863	10	1
bin_864	10	1
bin_865	10	1
bin_866	10	1
bin_867	10	1
bin_868	10	1
bin_869	10	1
bin_870	10	1
bin_871	10	1
bin_872	10	1
bin_873	10	1
bin_874	10	1
bin_875	10	1
bin_876	10	1
bin_877	10	1
bin_878	10	1
bin_879	10	1
bin_880	10	1
bin_881	10	1
bin_882	10	1
bin_883	10	1
bin_884	10	1
bin_885	10	1
bin_886	10	1
bin_887	10	1
bin_888	10	1
bin_889	10	1
bin_890	10	1
bin_891	10	1
bin_892	10	1
bin_893	10	1
bin_894	10	1
bin_895	10	1
bin_896	10	1
bin_897	10	1
bin_898	10	1
bin_899	10	1
bin_900	10	1
bin_901	10	1
bin_902	10	1
bin_903	10	1
bin_904	10	1
bin_905	10	1
bin_906	10	1
bin_907	10	1
bin_908	10	1
bin_909	10	1
bin_910	10	1
bin_911	10	1
bin_912	10	1
bin_913	10	1
bin_914	10	1
bin_915	10	1
bin_916	10	1
bin_917	10	1
bin_918	10	1
bin_919	10	1
bin_920	10	1
bin_921	10	1
bin_922	10	1
bin_923	10	1
bin_924	10	1
bin_925	10	1
bin_926	10	1
bin_927	10	1
bin_928	10	1
bin_929	10	1
bin_930	10	1
bin_931	10	1
bin_932	10	1
bin_933	10	1
bin_934	10	1
bin_935	10	1
bin_936	10	1
bin_937	10	1
bin_938	10	1
bin_939	10	1
bin_940	10	1
bin_941	10	1
bin_942	10	1
bin_943	10	1
bin_944	10	1
bin_945	10	1
bin_946	10	1
bin_947	10	1
bin_948	10	1
bin_949	10	1
bin_950	10	1
bin_951	10	1
bin_952	10	1
bin_953	10	1
bin_954	10	1
bin_955	10	1
bin_956	10	1
bin_957	10	1
bin_958	10	1
bin_959	10	1
bin_960	10	1
bin_961	10	1
bin_962	10	1
bin_963	10	1
bin_964	10	1
bin_965	10	1
bin_966	10	1
bin_967	10	1
bin_968	10	1
bin_969	10	1
bin_970	10	1
bin_971	10	1
bin_972	10	1
bin_973	10	1
bin_974	10	1
bin_975	10	1
bin_976	10	1
bin_977	10	1
bin_978	10	1
bin_979	10	1
bin_980	10	1
bin_981	10	1
bin_982	10	1
bin_983	10	1
bin_984	10	1
bin_985	10	1
bin_986	10	1
bin_987	10	1
bin_988	10	1
bin_989	10	1
bin_990	10	1
bin_991	10	1
bin_992	10	1
bin_993	10	1
bin_994	10	1
bin_995	10	1
bin_996	10	1
bin_997	10	1
bin_998	10	1
bin_999	10	1
bin_1000	10	1
bin_1001	10	1
bin_1002	10	1
bin_1003	10	1
bin_1004	10	1
bin_1005	10	1
bin_1006	10	1
bin_1007	10	1
bin_1008	10	1
bin_1009	10	1
bin_1010	10	1
bin_1011	10	1
bin_1012	10	1
bin_1013	10	1
bin_1014	10	1
bin_1015	10	1
bin_1016	10	1
bin_1017	10	1
bin_1018	10	1
bin_1019	10	1
bin_1020	10	1
bin_1021	10	1
bin_1022	10	1
bin_1023	10	1
bin_1024	10	1
bin_1025	10	1
bin_1026	10	1
bin_1027	10	1
bin_1028	10	1
bin_1029	10	1
bin_1030	10	1
bin_1031	10	1
bin_1032	10	1
bin_1033	10	1
bin_1034	10	1
bin_1035	10	1
bin_1036	10	1
bin_1037	10	1
bin_1038	10	1
bin_1039	10	1
bin_1040	10	1
bin_1041	10	1
bin_1042	10	1
bin_1043	10	1
bin_1044	10	1
bin_1045	10	1
bin_1046	10	1
bin_1047	10	1
bin_1048	10	1
bin_1049	10	1
bin_1050	10	1
bin_1051	10	1
bin_1052	10	1
bin_1053	10	1
bin_1054	10	1
bin_1055	10	1
bin_1056	10	1
bin_1057	10	1
bin_1058	10	1
bin_1059	10	1
bin_1060	10	1
bin_1061	10	1
bin_1062	10	1
bin_1063	10	1
bin_1064	10	1
bin_1065	10	1
bin_1066	10	1
bin_1067	10	1
bin_1068	10	1
bin_1069	10	1
bin_1070	10	1
bin_1071	10	1
bin_1072	10	1
bin_1073	10	1
bin_1074	10	1
bin_1075	10	1
bin_1076	10	1
bin_1077	10	1
bin_1078	10	1
bin_1079	10	1
bin_1080	10	1
bin_1081	10	1
bin_1082	10	1
bin_1083	10	1
bin_1084	10	1
bin_1085	10	1
bin_1086	10	1
bin_1087	10	1
bin_1088	10	1
bin_1089	10	1
bin_1090	10	1
bin_1091	10	1
bin_1092	10	1
bin_1093	10	1
bin_1094	10	1
bin_1095	10	1
bin_1096	10	1
bin_1097	10	1
bin_1098	10	1
bin_1099	10	1
bin_1100	10	1
bin_1101	10	1
bin_1102	10	1
bin_1103	10	1
bin_1104	10	1
bin_1105	10	1
bin_1106	10	1
bin_1107	10	1
bin_1108	10	1
bin_1109	10	1
bin_1110	10	1
bin_1111	10	1
bin_1112	10	1
bin_1113	10	1
bin_1114	10	1
bin_1115	10	1
bin_1116	10	1
bin_1117	10	1
bin_1118	10	1
bin_1119	10	1
bin_1120	10	1
bin_1121	10	1
bin_1122	10	1
bin_1123	10	1
bin_1124	10	1
bin_1125	10	1
bin_1126	10	1
bin_1127	10	1
bin_1128	10	1
bin_1129	10	1
bin_1130	10	1
bin_1131	10	1
bin_1132	10	1
bin_1133	10	1
bin_1134	10	1
bin_1135	10	1
bin_1136	10	1
bin_1137	10	1
bin_1138	10	1
bin_1139	10	1
bin_1140	10	1
bin_1141	10	1
bin_1142	10	1
bin_1143	10	1
bin_1144	10	1
bin_1145	10	1
bin_1146	10	1
bin_1147	10	1
bin_1148	10	1
bin_1149	10	1
bin_1150	10	1
bin_1151	10	1
bin_1152	10	1
bin_1153	10	1
bin_1154	10	1
bin_1155	10	1
bin_1156	10	1
bin_1157	10	1
bin_1158	10	1
bin_1159	10	1
bin_1160	10	1
bin_1161	10	1
bin_1162	10	1
bin_1163	10	1
bin_1164	10	1
bin_1165	10	1
bin_1166	10	1
bin_1167	10	1
bin_1168	10	1
bin_1169	10	1
bin_1170	10	1
bin_1171	10	1
bin_1172	10	1
bin_1173	10	1
bin_1174	10	1
bin_1175	10	1
bin_1176	10	1
bin_1177	10	1
bin_1178	10	1
bin_1179	10	1
bin_1180	10	1
bin_1181	10	1
bin_1182	10	1
bin_1183	10	1
bin_1184	10	1
bin_1185	10	1
bin_1186	10	1
bin_1187	10	1
bin_1188	10	1
bin_1189	10	1
bin_1190	10	1
bin_1191	10	1
bin_1192	10	1
bin_1193	10	1
bin_1194	10	1
bin_1195	10	1
bin_1196	10	1
bin_1197	10	1
bin_1198	10	1
bin_1199	10	1
bin_1200	10	1
bin_1201	10	1
bin_1202	10	1
bin_1203	10	1
bin_1204	10	1
bin_1205	10	1
bin_1206	10	1
bin_1207	10	1
bin_1208	10	1
bin_1209	10	1
bin_1210	10	1
bin_1211	10	1
bin_1212	10	1
bin_1213	10	1
bin_1214	10	1
bin_1215	10	1
bin_1216	10	1
bin_1217	10	1
bin_1218	10	1
bin_1219	10	1
bin_1220	10	1
bin_1221	10	1
bin_1222	10	1
bin_1223	10	1
bin_1224	10	1
bin_1225	10	1
bin_1226	10	1
bin_1227	10	1
bin_1228	10	1
bin_1229	10	1
bin_1230	10	1
bin_1231	10	1
bin_1232	10	1
bin_1233	10	1
bin_1234	10	1
bin_1235	10	1
bin_1236	10	1
bin_1237	10	1
bin_1238	10	1
bin_1239	10	1
bin_1240	10	1
bin_1241	10	1
bin_1242	10	1
bin_1243	10	1
bin_1244	10	1
bin_1245	10	1
bin_1246	10	1
bin_1247	10	1
bin_1248	10	1
bin_1249	10	1
bin_1250	10	1
bin_1251	10	1
bin_1252	10	1
bin_1253	10	1
bin_1254	10	1
bin_1255	10	1
bin_1256	10	1
bin_1257	10	1
bin_1258	10	1
bin_1259	10	1
bin_1260	10	1
bin_1261	10	1
bin_1262	10	1
bin_1263	10	1
bin_1264	10	1
bin_1265	10	1
bin_1266	10	1
bin_1267	10	1
bin_1268	10	1
bin_1269	10	1
bin_1270	10	1
bin_1271	10	1
bin_1272	10	1
bin_1273	10	1
bin_1274	10	1
bin_1275	10	1
bin_1276	10	1
bin_1277	10	1
bin_1278	10	1
bin_1279	10	1
bin_1280	10	1
bin_1281	10	1
bin_1282	10	1
bin_1283	10	1
bin_1284	10	1
bin_1285	10	1
bin_1286	10	1
bin_1287	10	1
bin_1288	10	1
bin_1289	10	1
bin_1290	10	1
bin_1291	10	1
bin_1292	10	1
bin_1293	10	1
bin_1294	10	1
bin_1295	10	1
bin_1296	10	1
bin_1297	10	1
bin_1298	10	1
bin_1299	10	1
bin_1300	10	1
bin_1301	10	1
bin_1302	10	1
bin_1303	10	1
bin_1304	10	1
bin_1305	10	1
bin_1306	10	1
bin_1307	10	1
bin_1308	10	1
bin_1309	10	1
bin_1310	10	1
bin_1311	10	1
bin_1312	10	1
bin_1313	10	1
bin_1314	10	1
bin_1315	10	1
bin_1316	10	1
bin_1317	10	1
bin_1318	10	1
bin_1319	10	1
bin_1320	10	1
bin_1321	10	1
bin_1322	10	1
bin_1323	10	1
bin_1324	10	1
bin_1325	10	1
bin_1326	10	1
bin_1327	10	1
bin_1328	10	1
bin_1329	10	1
bin_1330	10	1
bin_1331	10	1
bin_1332	10	1
bin_1333	10	1
bin_1334	10	1
bin_1335	10	1
bin_1336	10	1
bin_1337	10	1
bin_1338	10	1
bin_1339	10	1
bin_1340	10	1
bin_1341	10	1
bin_1342	10	1
bin_1343	10	1
bin_1344	10	1
bin_1345	10	1
bin_1346	10	1
bin_1347	10	1
bin_1348	10	1
bin_1349	10	1
bin_1350	10	1
bin_1351	10	1
bin_1352	10	1
bin_1353	10	1
bin_1354	10	1
bin_1355	10	1
bin_1356	10	1
bin_1357	10	1
bin_1358	10	1
bin_1359	10	1
bin_1360	10	1
bin_1361	10	1
bin_1362	10	1
bin_1363	10	1
bin_1364	10	1
bin_1365	10	1
bin_1366	10	1
bin_1367	10	1
bin_1368	10	1
bin_1369	10	1
bin_1370	10	1
bin_1371	10	1
bin_1372	10	1
bin_1373	10	1
bin_1374	10	1
bin_1375	10	1
bin_1376	10	1
bin_1377	10	1
bin_1378	10	1
bin_1379	10	1
bin_1380	10	1
bin_1381	10	1
bin_1382	10	1
bin_1383	10	1
bin_1384	10	1
bin_1385	10	1
bin_1386	10	1
bin_1387	10	1
bin_1388	10	1
bin_1389	10	1
bin_1390	10	1
bin_1391	10	1
bin_1392	10	1
bin_1393	10	1
bin_1394	10	1
bin_1395	10	1
bin_1396	10	1
bin_1397	10	1
bin_1398	10	1
bin_1399	10	1
bin_1400	10	1
bin_1401	10	1
bin_1402	10	1
bin_1403	10	1
bin_1404	10	1
bin_1405	10	1
bin_1406	10	1
bin_1407	10	1
bin_1408	10	1
bin_1409	10	1
bin_1410	10	1
bin_1411	10	1
bin_1412	10	1
bin_1413	10	1
bin_1414	10	1
bin_1415	10	1
bin_1416	10	1
bin_1417	10	1
bin_1418	10	1
bin_1419	10	1
bin_1420	10	1
bin_1421	10	1
bin_1422	10	1
bin_1423	10	1
bin_1424	10	1
bin_1425	10	1
bin_1426	10	1
bin_1427	10	1
bin_1428	10	1
bin_1429	10	1
bin_1430	10	1
bin_1431	10	1
bin_1432	10	1
bin_1433	10	1
bin_1434	10	1
bin_1435	10	1
bin_1436	10	1
bin_1437	10	1
bin_1438	10	1
bin_1439	10	1
bin_1440	10	1
bin_1441	10	1
bin_1442	10	1
bin_1443	10	1
bin_1444	10	1
bin_1445	10	1
bin_1446	10	1
bin_1447	10	1
bin_1448	10	1
bin_1449	10	1
bin_1450	10	1
bin_1451	10	1
bin_1452	10	1
bin_1453	10	1
bin_1454	10	1
bin_1455	10	1
bin_1456	10	1
bin_1457	10	1
bin_1458	10	1
bin_1459	10	1
bin_1460	10	1
bin_1461	10	1
bin_1462	10	1
bin_1463	10	1
bin_1464	10	1
bin_1465	10	1
bin_1466	10	1
bin_1467	10	1
bin_1468	10	1
bin_1469	10	1
bin_1470	10	1
bin_1471	10	1
bin_1472	10	1
bin_1473	10	1
bin_1474	10	1
bin_1475	10	1
bin_1476	10	1
bin_1477	10	1
bin_1478	10	1
bin_1479	10	1
bin_1480	10	1
bin_1481	10	1
bin_1482	10	1
bin_1483	10	1
bin_1484	10	1
bin_1485	10	1
bin_1486	10	1
bin_1487	10	1
bin_1488	10	1
bin_1489	10	1
bin_1490	10	1
bin_1491	10	1
bin_1492	10	1
bin_1493	10	1
bin_1494	10	1
bin_1495	10	1
